original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_SurfaceArea,original_shape_VoxelVolume,original_firstorder_Energy,original_firstorder_TotalEnergy,original_glcm_Imc2,original_glrlm_GrayLevelNonUniformity,original_glrlm_RunLengthNonUniformity,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelVariance,original_glszm_LargeAreaEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneVariance,original_gldm_DependenceNonUniformity,original_gldm_GrayLevelNonUniformity,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_ngtdm_Busyness,histopathology
12.1561700762478,13.1529464379659,13.0384048104053,13.3041346956501,317.791666666667,317.718084152747,328.0,1525934060962650.0,1525934060962650.0,0.912079800596438,29.9431083496373,92.299303126479,2.47368421052632,7.58448753462604,551.894736842105,0.274739237312859,2.15789473684211,0.0272839074802482,253.87811634349,54.280487804878,55.9634146341463,7299.74390243902,0.0052344492671201,0.678878882999979,SQUAMOUS
31.6934742282516,27.0739727413618,35.9026461420325,36.1939221417077,4848.54166666667,2069.6308783905,4875.0,2.5306470939522148e+16,2.5306470939522148e+16,0.821534010989721,382.913645168663,1993.45941163839,14.4823529411765,5.12055363321799,23023.3529411765,0.260455300638774,4.45882352941176,0.0837003964818613,19733.9930795848,657.298666666667,623.254358974359,8319.51425641026,0.0040272921048909,9.50048538674516,OTHER
25.4034480724501,28.1602556806574,29.4108823397055,29.748949561287,5171.41666666667,1866.50154253298,5197.0,1.18580003155845e+16,1.18580003155845e+16,0.920082519200803,409.288857795236,1083.88369668794,6.5625,7.1396484375,114827.09375,0.44266582124748,1.9375,0.109013651764531,88451.3037109375,573.307869924957,782.656340196267,3979.60169328459,0.0029898635475765,15.9980654768128,OTHER
69.215490753973,69.4262198308391,71.4702735408225,78.2879301041993,44662.2083333333,10688.1643778032,44731.0,7.450120489909546e+16,7.450120489909546e+16,0.943300291056593,3058.74724483193,6263.67918239669,25.3305785123967,4.04931357147736,2446807.66115703,0.316423374905518,6.98347107438016,0.0513678865235809,2310146.06966737,4572.37832822874,7177.08629362187,8880.97670519327,0.000889008881036457,53.324663814708,SQUAMOUS
44.4276605138519,36.3455636907725,50.4777178564959,57.8100337311785,10900.3333333333,3777.43448282245,10944.0,2.86112504531511e+16,2.86112504531511e+16,0.907079424256256,930.882940960399,2363.5568221406,10.6666666666667,4.38957475994513,312312.148148148,0.236928411625281,2.59259259259259,0.057912547307557,271238.37037037,1138.61366959064,1858.35489766082,6398.54897660819,0.0013277002743927,17.0854844081979,SQUAMOUS
60.8875522239486,63.5609943282828,60.8769250208977,65.0845603810919,16759.2916666667,5775.78832364271,16797.0,9.321909879985763e+16,9.321909879985763e+16,0.895307905721657,1269.76597710717,4125.14842311021,22.9393939393939,4.85358636873788,284293.505050505,0.351884266894188,4.87878787878788,0.0766338008651625,255506.727272727,1853.50056557719,2295.22611180568,6362.05506935762,0.0019786768868282,31.5475478909473,SQUAMOUS
45.3103749631397,27.6586333718787,45.2769256906871,53.9351462406472,8905.66666666667,3364.18058443653,8942.0,8337540226796325.0,8337540226796325.0,0.905529041672116,676.582678615006,2457.42914740605,11.3896103896104,4.96778546129195,116064.623376623,0.114830375752995,4.03896103896104,0.0329144562077969,102578.476640243,915.023484679043,1227.19503466786,9679.61339745024,0.0010232428581884,10.479609491371,OTHER
29.5546698464131,33.3766385365573,31.04834939252,33.6154726279432,2503.125,1390.0584513341,2526.0,9770273388696150.0,9770273388696150.0,0.858980667848796,284.840218532447,829.752103527367,4.76923076923077,6.93639053254438,43556.1538461538,0.405696194788457,1.92307692307692,0.030678587290811,34117.2840236686,262.151227236738,487.787015043547,2452.64845605701,0.0042216806269278,8.82452042023689,SQUAMOUS
44.2850105066309,54.0832691319598,56.7978872846517,57.9913786695919,16560.9583333333,5340.38053971774,16611.0,1.499941421410628e+17,1.499941421410628e+17,0.915887684704062,1233.26322247851,3565.28989733587,18.1807228915663,4.77427783422848,426433.698795181,0.411292074951355,5.28915662650602,0.0750112217371079,386380.669182755,1770.23966046596,2332.02618746614,5655.94636084522,0.0020893299231544,36.3921518130846,OTHER
58.1849891621201,57.0087712549569,69.1230786351418,69.4550214167413,39739.4583333333,8472.8644770753,39794.0,1.6667866504364534e+17,1.6667866504364534e+17,0.913165159117193,3326.40814713053,6100.89102088264,26.5294117647059,4.52764635265871,2249063.41176471,0.378684082098448,9.35294117647059,0.090318780418965,2137237.80368618,3902.49821581143,7278.13293461326,3902.75604362467,0.0016467477376893,71.6357959720873,SQUAMOUS
37.7210190750886,33.5410196624968,43.4165866921848,43.9658958739612,5750.875,2540.92116818567,5781.0,5.539510714144208e+16,5.539510714144208e+16,0.84684402302127,602.067615056968,1953.59304779077,16.2916666666667,7.12326388888889,119561.020833333,0.598534705162929,3.25,0.04379889962965,105055.829427083,726.977858501989,1038.47898287494,2515.75350285418,0.004290314820513,18.4742843571139,SQUAMOUS
6.80897971243926,7.28010988928052,7.61577310586391,7.68114574786861,120.833333333333,132.013406223595,127.0,294813087559425.0,294813087559425.0,0.929894442883686,14.1146050541355,77.6287026512847,1.85714285714286,8.91836734693877,119.071428571429,0.271788964924594,1.71428571428571,0.08313454031892,36.780612244898,28.0708661417323,17.6456692913386,2982.74015748031,0.0168163519371219,0.64753189463205,OTHER
39.2881506584713,39.1152144312159,43.6004587131833,43.7035467668243,8014.75,2878.62837608664,8047.0,3.675144703709295e+16,3.675144703709295e+16,0.910095583793652,628.91775001763,1589.78690393494,8.85,4.544375,242729.575,0.219115508471907,2.55,0.0324215791841707,202258.194375,963.783894619113,1275.2920342985,6723.20877345595,0.0011172433919239,13.2333953497596,SQUAMOUS
35.7097049277361,37.1214223865412,44.2944691807002,44.3057558337514,7145.20833333333,2819.25070873779,7177.0,7.950553471707728e+16,7.950553471707728e+16,0.82787364795528,714.400005277925,2488.02503774528,21.4705882352941,6.40445982314494,157500.333333333,0.66988089989082,2.6078431372549,0.0971733935763838,137696.669742407,853.670753796851,1216.9618224885,2840.71534067159,0.005297411562721,19.1977538006068,SQUAMOUS
39.6927236367004,45.3982378512647,46.3249392876019,46.8401537145215,15101.7916666667,4211.63882998564,15140.0,2.5403382152327072e+17,2.5403382152327072e+17,0.908202286579866,1005.09990533826,3275.9822034594,21.6666666666667,3.73931972789116,253620.361904762,0.277550697968782,4.65714285714286,0.0502638268535405,232829.468480726,1638.75627476882,1964.76208718626,9914.89709379128,0.0016098960653654,21.7555825778193,SQUAMOUS
69.1873626486555,70.2566722810012,68.0661443009665,70.8872343937891,20157.25,6155.91398100883,20210.0,1.1644996892451254e+17,1.1644996892451254e+17,0.920530647110625,1495.83068319759,4521.39051215073,12.1875,8.114990234375,737878.84375,0.297194817452444,2.28125,0.0536705160474258,638161.045898438,2068.65512122712,2808.94804552202,4218.11796140525,0.0016981417422805,56.1500326790818,SQUAMOUS
23.0973057489987,17.464249196573,25.0798724079689,25.0998007960223,1528.125,936.166103485014,1546.0,2.662253633043427e+16,2.662253633043427e+16,0.827226172563077,120.783011903515,558.880156935026,7.18604651162791,4.26608977825852,4349.06976744186,0.195647053179584,1.7906976744186,0.0568365266990015,3056.41644131963,190.945666235446,187.479948253558,5380.34605433376,0.0040128232449577,4.72673639938593,SQUAMOUS
19.9221548745938,22.561028345357,23.8537208837531,24.738633753706,3463.91666666667,1358.8382745664,3485.0,5.47967380756608e+16,5.47967380756608e+16,0.876499430295638,300.634465299322,1321.48168717886,7.89473684210526,6.12534626038781,38756.2894736842,0.42268577362719,2.42105263157895,0.102577599669106,30345.4688365651,314.742898134864,497.335150645624,2336.15408895265,0.0062968205293016,17.8109032513313,SQUAMOUS
31.5843116973088,27.0739727413618,35.6089876295297,35.8608421540822,2725.875,1522.11557771052,2751.0,6686723858318550.0,6686723858318550.0,0.723987189424031,338.734162836074,1071.6232424893,12.6666666666667,6.50666666666667,45524.2333333333,0.661432586923658,2.0,0.109711899405215,37115.3433333333,325.520537986187,513.388222464558,1960.76226826608,0.006087448957812,12.4464949608607,SQUAMOUS
36.5483604492886,32.1403173599764,34.8855270850248,35.5246393366632,1851.41666666667,1228.6491727663,1876.0,3.520251606439485e+16,3.520251606439485e+16,0.875768693739385,154.761409098029,605.068153367272,6.80487804878049,5.279000594884,6551.56097560976,0.216313571950912,1.78048780487805,0.0246352204282774,4457.94051160024,208.349680170576,246.732409381663,4174.48720682303,0.0036668429450527,7.20225573157784,SQUAMOUS
37.4227172830445,34.3656805548792,38.4187454245971,41.9761837236307,6638.375,2744.26353453957,6670.0,2.6487638179577776e+16,2.6487638179577776e+16,0.845415935035964,548.216169788476,2612.5240489042,13.9473684210526,5.41343490304709,45831.0526315789,0.365288224695336,3.94736842105263,0.139836211342944,38128.6807479224,877.338530734633,839.07976011994,4789.79205397301,0.0041300262292728,17.0350974659406,OTHER
21.7951495758746,23.0867927612304,25.298221281347,25.6515106767613,701.291666666667,627.511242363097,718.0,3779361908421750.0,3779361908421750.0,0.881216182598292,69.8204249748807,367.028279065046,3.08,6.3904,1600.08,0.158837251196775,1.64,0.0128660368484485,775.2416,112.977715877437,97.9303621169916,3113.22423398329,0.002845578111984,2.39797250797941,OTHER
66.9849795126882,65.2763356814704,72.2357252334328,74.7930478052606,24876.875,7524.50404413601,24939.0,3.391306127859888e+17,3.391306127859888e+17,0.914715214287744,2012.06336576679,6942.98304647598,24.8315789473684,3.92864265927978,886057.589473684,0.304873602657437,6.45263157894737,0.0848595748831777,817143.049750693,2910.20189261799,3558.34183407514,6858.96599703276,0.0014996638806887,36.9664947462466,SQUAMOUS
44.1024240735083,44.2831796509691,48.8773976393998,50.4083326445142,13995.875,4083.39147931428,14034.0,3.596106178834245e+16,3.596106178834245e+16,0.910762534565198,1126.58701036512,2864.69222865057,13.8571428571429,4.47518266565886,481999.428571429,0.312201731074558,4.61904761904762,0.0783234644270125,432376.562358277,1446.07296565484,2299.70058429528,5148.10723956107,0.001650704666058,24.8853811687209,SQUAMOUS
49.8143139065381,46.2709412050371,54.2033209314706,55.9821400091136,13776.625,4234.08859581212,13815.0,1.9346233948617376e+16,1.9346233948617376e+16,0.93522872946178,932.565423759535,4331.49470725499,15.8,3.70387755102041,278543.985714286,0.239780191573984,3.82857142857143,0.0730654934724845,239594.143877551,1642.15150199059,1635.73659066232,4582.63669923996,0.0027695167572862,39.4821878419999,OTHER
31.7099343382776,37.6563407675255,35.3553390593274,38.3405790253616,8051.16666666667,2639.72823656712,8083.0,1.6008166605831053e+17,1.6008166605831053e+17,0.845985100030389,692.091351467482,2920.52203602972,23.7547169811321,5.31683873264507,67032.0471698113,0.446407705115589,11.0566037735849,0.191126698991971,61217.2653079388,693.101942348138,1054.37300507237,4845.35321044167,0.006083150528169,17.7033351794558,SQUAMOUS
49.3938381925349,57.2188780036799,57.5847201955519,58.0775343829264,22464.4583333333,5639.88762125412,22509.0,6.110708685727035e+17,6.110708685727035e+17,0.895886149411612,1565.50939871998,7017.73876745927,35.6153846153846,4.48454963839579,286737.301282051,0.305210351175133,7.85897435897436,0.111577931995641,265918.141148915,2551.96139322049,2669.40312763783,9284.41174641255,0.0022166071854919,34.6881348816687,SQUAMOUS
